GeschaeftId,Geschaeftsjahr,Geschaeftsnummer,Geschaeftstitel,Geschaeftsart,gruppe,id_1,name_1,vorname_1,partei_1,wahlkreis_1,id_2,name_2,vorname_2,partei_2,wahlkreis_2
3ac2c30b-4bbb-4c13-866f-b9d1480a8ce7,2015,38,"Neubauprojekt auf dem Labitzke-Areal, Hintergründe zur Bewilligungsdauer, Baubewilligung und den Auflagen sowie künftige Berücksichtigung der Dauer von Bewilligungsverfahren für die Räumung von besetzten Liegenschaften",Schriftliche Anfrage,,ee86db77-a1a9-4def-8b78-b5e4ecd27c9a,Scherr,Niklaus,AL,,,,,,
4959f6da-e22b-407b-806d-3da84617164e,2015,37,"Neues Leitbild der Städtischen Kulturförderung, zeitliche Planungseckpunkte sowie Hintergründe zum Beizug weiterer Personen für die Ausarbeitung ",Schriftliche Anfrage,,ad2a673f-483f-465b-b58a-1ca0bc70d09f,Maino,Rosa,AL,,7f22b482-38d0-43ca-9599-a71f3edcbd73,Leitner Verhoeven,Andrea,AL,
762bf981-4249-4b97-86ca-db4f41066ce3,2015,36,"Änderung der Grundstückgewinnsteuer für Unternehmen, Höhe der bisherigen Einnahmen sowie erwartete Steuerausfälle als Folge der vorgeschlagenen Änderung ",Schriftliche Anfrage,,134938d9-58d3-4b43-9bdf-e60b5b698aef,Silberring,Pawel,SP,,40f0e131-1e71-4279-8b84-826d9a12de52,Utz,Florian,SP,
9c2f1331-327a-4c26-b074-3546b8176c0d,2015,35,"Strategische Neuausrichtung der Fachschule Viventa, Hintergründe zu den neuen Vorgaben für das Kursangebot sowie Folgen und allfällige Massnahmen für die betroffenen Lehrpersonen",Schriftliche Anfrage,,ffdb6c23-52ac-493a-a50b-ecb47a354a39,Rothenfluh,Gabriela,SP,,f3f3131e-edc9-4db3-a4d3-fc4f93f2c529,Straub,Esther,SP,
3c4b5f95-83eb-4cd9-9729-0df6149b522a,2015,34,"Umgestaltung des Albisriederplatzes, Berücksichtigung der zusätzlichen Tramlinien, der Hauptroute des Masterplans Velo, der Verkehrsführung für den mobilisierten Individualverkehr sowie einer alternativen Tram-Linienführung nach Altstetten",Interpellation,,fdc2ec44-f507-42b8-8b0a-d8b0082990c2,Knauss,Markus,Grüne,,af3b8608-2ac0-46ac-b05c-3e5da7845df6,Käppeli,Hans Jörg,SP,
76c78291-38be-4f36-8c5f-1f8f42c20d7a,2015,33,"Pilotprojekt mit gebundenen Tagesschulen, Planung einer stabilen und überschaubaren Mittagsbetreuung für die Kindergarten- und Unterstufenkinder ",Postulat,,ad2a673f-483f-465b-b58a-1ca0bc70d09f,Maino,Rosa,AL,,ee8204f4-9290-49ca-99ae-d18a22a0a513,Angst,Walter,AL,
c9ecf7b9-cc78-4c8c-a913-487e4cd24ab1,2015,32,Vermeidung von Lebensmittelverschwendung in den städtischen Verpflegungsbetrieben,Postulat,,fb3c8de1-8a1d-48f0-a0c1-81de7a118740,Hüni,Guido,GLP,,6a6e0c52-3ae0-48d3-b7d3-a9412dad103b,Garcia,Isabel,GLP,
56e98cee-6bc9-4b67-ab66-30d1285d6cab,2015,31,"Verbesserung der Verfügbarkeit von Kondomen in Zusammenarbeit mit Bars, Pubs, Hotels und Diskotheken",Postulat,,0a2595e4-f04c-4b05-910e-4f7b37161eda,Bührig,Marcel,Grüne,,b5818a06-59b1-49e6-9496-0d26953fbc9d,Hungerbühler,Markus,CVP,
5f068a01-de88-48db-b5af-8f7716c6f78c,2015,30,Weiterverrechnung der Kosten des Polizeieinsatzes für die Räumung des Labitzke-Areals,Postulat,,5fa0300b-e844-4a35-bab7-845de1a7f685,Tuena,Mauro,SVP,,da8ee4ca-fb7d-4082-b536-e939f9c74ed5,Scheck,Roland,SVP,
a78b3e27-e9ef-41e6-8854-54c8937e8faa,2015,29,Weiterverrechnung der Kosten des Polizeieinsatzes für die Räumung der Strassenblockade im Zusammenhang mit der Räumung des Labitzke-Areals,Postulat,,5fa0300b-e844-4a35-bab7-845de1a7f685,Tuena,Mauro,SVP,,da8ee4ca-fb7d-4082-b536-e939f9c74ed5,Scheck,Roland,SVP,
f497a369-3877-4908-836b-0d7080121e2f,2015,28,Tätigkeitsbericht 2014 der Geschäftsprüfungskommission (GPK),Beschlussantrag,GPK (Geschäftsprüfungskommission),,,,,,,,,,
84eed3fa-0afa-4e68-8c37-0f035bc4e926,2015,27,"Räumung des Labitzke-Areals, Weiterverrechnung der Kosten",Erklärung,AL,,,,,,,,,,
e06b456a-df49-4849-8ae7-94ff43bb6a09,2015,26,"Räumung des Labitzke-Areals, Weiterverrechnung der Kosten",Erklärung,SVP,,,,,,,,,,
d3cda97a-486a-4c47-a8eb-39a751cbd893,2015,25,"Programm «Fit im Job» bei der Stadtpolizei, Auswirkungen der Kapazitätsreduktion durch die Arbeitszeitverkürzung sowie mögliche Massnahmen zur Kompensation",Schriftliche Anfrage,,da8ee4ca-fb7d-4082-b536-e939f9c74ed5,Scheck,Roland,SVP,,5fa0300b-e844-4a35-bab7-845de1a7f685,Tuena,Mauro,SVP,
cfbfe8c1-f822-4976-a81b-f5bbaff936e0,2015,24,"Kunst im öffentlichen Raum, Hintergründe zum geplanten Schiffshorn an der Stadtgrenze zu Schlieren",Schriftliche Anfrage,,da8ee4ca-fb7d-4082-b536-e939f9c74ed5,Scheck,Roland,SVP,,06529da1-aa11-4539-9472-a87df7f8578a,Balsiger,Samuel,SVP,
729d87e2-3b17-43c8-98c2-2c44d7089890,2015,23,Einschätzung der Sicherheitslage der jüdischen Bevölkerung der Stadt sowie mögliche geplante Sicherheitsmassnahmen,Schriftliche Anfrage,,06529da1-aa11-4539-9472-a87df7f8578a,Balsiger,Samuel,SVP,,da8ee4ca-fb7d-4082-b536-e939f9c74ed5,Scheck,Roland,SVP,
69431a95-9312-4a0f-ac13-f00e866cf0dc,2015,22,"Mammutbaum auf dem Stierli-Areal in Seebach, rechtliche Grundlagen und Kriterien für den Schutz",Schriftliche Anfrage,,fb4666dd-c057-4b5b-a649-05e621a707ba,Richli,Mark,SP,,,,,,
15348f55-4489-4b21-afe2-ee6d80e373b7,2015,21,Erfassung und Auswertung der Beschwerden bei der Stadtpolizei sowie mögliche Massnahmen im Bereich der Schulung und Weiterbildung,Schriftliche Anfrage,,ad4dc980-b933-46e2-b61a-05a70b4ccf40,Küng,Peter,SP,,,,,,
76791cba-7b17-4bf6-b88e-8cbd2f92fa92,2015,20,"Passantenstopper bei Läden in Seitengassen von Kernzonen, Anpassung der Bewilligungskriterien",Postulat,,134938d9-58d3-4b43-9bdf-e60b5b698aef,Silberring,Pawel,SP,,e28dd7b9-87e9-4953-8b59-a1b49b639300,Wyler,Rebekka,SP,
dad52f41-13d8-46b2-88a2-b795bdf0cd99,2015,19,"Verhandlung über ein «Trade in Services Agreement (TiSA)», Auswirkungen des Abkommens für die Stadt sowie Möglichkeiten für ein Engagement gegen das Vorgehen des Bundesrats",Postulat,Grüne,,,,,,,,,,
d1350696-836c-4adc-a108-67ae280f70ea,2015,18,"Neuregelung des Anspruchs auf einen bezahlten Vaterschaftsurlaub sowie Einführung eines unbezahlten Elternurlaubs, Änderung des Personalrechts (PR)",Motion,,8630dc95-b153-4f7e-bd51-1f9fc314af4a,Marti,Min Li,SP,,e5856807-c783-458c-985c-391692d6d834,Strub,Jean-Daniel,SP,
ec0a405a-d675-4015-a745-c18d2f93852e,2015,17,"Verhandlung über ein «Trade in Services Agreement (TiSA)», Erklärung der Stadt zur TiSA-freien Zone",Motion,Grüne,,,,,,,,,,
19575097-b229-4ed1-a45e-09f634e9b189,2015,16,"Postulat von Marcel Z'graggen und Dr. Martin Mächler (statt Motion) betreffend Erhöhung der Anzahl Ausbildungsplätze im Bereich Fachangestellte Gesundheit (FaGe), Bericht und  Abschreibung",Weisung,,,,,,,,,,,
ccada729-2f15-4993-b7bc-b16e148d5eff,2015,15,"Verhandlung über ein «Trade in Services Agreement (TiSA)», Schaffung einer TiSA-freien Zone für die Stadt Zürich",Erklärung,Grüne,,,,,,,,,,
164ad1d8-f227-4bc5-b54a-a8216c5a5c12,2015,14,Schneeräumung auf Velowegen,Postulat,,600c20e6-acba-4933-89a4-75e686a9ad96,Schäfli,Corinne,AL,,,,,,
82d010bf-442d-431e-84b0-df9498e5fe6e,2015,13,"Anspruch auf eine Reduktion des Beschäftigungsgrads für Angestellte mit Betreuungspflichten, Änderung des Personalrechts (PR)",Postulat,,e88b8f65-f60b-4dab-afe0-97f3f71febe1,Bieri,Cordula,Grüne,,fdc2ec44-f507-42b8-8b0a-d8b0082990c2,Knauss,Markus,Grüne,
e0306f37-145d-45fc-9c7c-ac66e94b007d,2015,12,Pflicht zum Erlass öffentlicher Gestaltungspläne für strategisch bedeutsame Areale der SBB in der Stadt,Postulat,AL,,,,,,,,,,
be878db3-9d49-4a21-9645-79634f0867cf,2015,11,Projekt «zürich transit maritim»,Erklärung,SVP,,,,,,,,,,
c9d7464f-b80e-4b31-8267-8faebb9e136d,2015,10,"Postulat von Maleica Landolt und Markus Hungerbühler betreffend Erarbeitung eines Konzepts für den gemeinsamen Versand von Wahlprospekten bei den Gemeinde-, Kantons- und Nationalratswahlen, Bericht und Abschreibung",Weisung,,,,,,,,,,,
6c7704bd-4114-44a0-b086-d487ba2e527d,2015,9,"Motion von Bernhard Piller und Balthasar Glättli betreffend Erarbeitung eines kommunalen Versorgungsplans Energie als Bestandteil der räumlichen Entwicklungsstrategie der Stadt Zürich, Bericht und Abschreibung",Weisung,,,,,,,,,,,
4efd5eb8-3a46-40ae-bcd1-5ea28fdc5b48,2015,8,"Elektrizitätswerk, strategisches Sponsoring, diverse befristete Beiträge an Dritte",Weisung,,,,,,,,,,,
882e6245-b8df-4121-a097-7f2c951cd1ab,2015,7,"ERZ Entsorgung + Recycling Zürich, Fernwärme, Bau und Installation eines Energiespeichers, Objektkredit",Weisung,,,,,,,,,,,
123e69f8-5481-4ef4-95af-72fa1318462b,2015,6,"Postulat von Andrea Hochreutener und Jürg Ammann betreffend Altersstrategie der Stadt, Berücksichtigung zusätzlicher Wirkungsbereiche der Stadtverwaltung, Bericht und Abschreibung",Weisung,,,,,,,,,,,
6ed64174-3328-4622-9252-dee6f0910192,2015,5,"Mikroplastikpartikel in den Stadtgewässern, Quellen der Belastung sowie mögliche Massnahmen zur Verringerung der Verunreinigung",Schriftliche Anfrage,,0a2595e4-f04c-4b05-910e-4f7b37161eda,Bührig,Marcel,Grüne,,008147e4-b161-4162-96c1-139f04f95f5d,Hirsiger,Eva,Grüne,
5e95c92e-e6c2-47e0-b808-5b5f1edf6fa4,2015,4,"Städtische Kulturpolitik, Auflistung der geförderten Projekte sowie Massnahmen zur Senkung der Kulturförderungsbeiträge",Schriftliche Anfrage,,2a9cab18-e280-4d88-aff3-ce72b017eab1,Regli,Daniel,SVP,,a2c59a56-f498-4b31-bd0d-270e54146fcc,Götzl,Martin,SVP,
e2bcfeed-747d-4e46-93e9-1204d0d606e0,2015,3,"Senkung des Einkommensfreibetrags in der Sozialhilfe, Auswirkungen für die Betroffenen sowie mögliche Massnahmen der Stadt zur Kompensation",Interpellation,,afb2e0bc-b941-4fa4-8936-9b4978fc1ee1,Akyol,Ezgi,AL,,,,,,
cb3a2af7-631a-4618-9857-9d1d707e033c,2015,2,"Städtische Kulturpolitik, Senkung der Ausgaben sowie inhaltliche Einflussnahme auf subventionierte Kulturprojekte",Postulat,,2a9cab18-e280-4d88-aff3-ce72b017eab1,Regli,Daniel,SVP,,a2c59a56-f498-4b31-bd0d-270e54146fcc,Götzl,Martin,SVP,
091e43a6-ee9f-4761-850d-fcf6942749bf,2015,1,"Motion von Dr. Urs Egger und Marc Hohl betreffend die Zentralisierung der Kommunikationsaufwendungen über die Informationsbeauftragte unter Reduktion von Kommunikationsstellen, Bericht und Abschreibung",Weisung,,,,,,,,,,,
b024b5fa-0f08-4b25-9304-e7c49a830e4f,2014,409,"Nutzungskonzept des Sechseläutenplatzes, Belegungszahlen sowie Hintergründe zu den Gesuchs-, Bewilligungs- und Auswahlverfahren",Schriftliche Anfrage,,ad2a673f-483f-465b-b58a-1ca0bc70d09f,Maino,Rosa,AL,,,,,,
c6bc940b-055b-48a8-aee5-77f822e36c3f,2014,408,"Liegenschaftenverwaltung, Abgabe von 2148 m2 Wohnbauland im Baurecht an die Keller Prefadom AG für die Erstellung von zwei Wohngebäuden an der Eierbrechtstrasse, Nachtrag zum Baurechtsvertrag vom 1. Juni 2010 (GR Nr. 2010/353) Quartier Hirslanden, Genehmigung",Weisung,,,,,,,,,,,
831568bd-5f3d-4ae5-af17-6ef4eef4e288,2014,407,"Liegenschaftenverwaltung, Neuerlass der Verordnung über die Grundsätze der Vermietung von städtischen Wohnungen (VGV, AS 846.100)",Weisung,,,,,,,,,,,
73ef984a-af22-49aa-ae04-63d25be38619,2014,406,"Gemeinderat, Ersatzwahl von Dr. Bettina Balmer für Tamara Lauber",Ratsmitglied,,,,,,,,,,,
efec77e9-082e-47ea-895b-138caddf7482,2014,405,Ausschreitungen in den Kreisen 4 und 5 vom 12. Dezember 2014,Erklärung,SVP,,,,,,,,,,
d74b38b9-58d0-4bd0-8ce3-e0d49f2e9bf3,2014,404,"Globalbudget Alterszentren, Einführung neuer Steuerungsvorgaben zu den Kostendeckungsgraden",Globalbudgetantrag,,b84bdf09-0197-4eac-989f-b6e49b297edd,Kirstein,Andreas,AL,,,,,,
3b8c06fc-beaa-4d77-9672-1962c505182b,2014,403,"Finanzverwaltung, Budget 2015, Genehmigung Budgetentwurf",Erklärung,CVP,,,,,,,,,,
bfe8c407-e4df-4caf-88d2-90502ca5147b,2014,402,"Finanzverwaltung, Budget 2015, Genehmigung Budgetentwurf",Erklärung,AL,,,,,,,,,,
ca18f5d1-0187-4fdf-ba8a-bdd2766f6f56,2014,401,"Finanzverwaltung, Budget 2015, Genehmigung Budgetentwurf",Erklärung,GLP,,,,,,,,,,
27d75a18-04f7-43c2-a039-1f3c20862b4e,2014,400,"Finanzverwaltung, Budget 2015, Genehmigung Budgetentwurf",Erklärung,Grüne,,,,,,,,,,
0a45bf49-8000-4563-bcb0-1739a415d9cd,2014,399,"Finanzverwaltung, Budget 2015, Genehmigung Budgetentwurf",Erklärung,FDP,,,,,,,,,,
5d9e5901-697d-4f28-9d61-c2cf0990fc16,2014,398,"Finanzverwaltung, Budget 2015, Genehmigung Budgetentwurf",Erklärung,SVP,,,,,,,,,,
c2b01f81-51bb-4832-84c5-e24e20769a27,2014,397,"Finanzverwaltung, Budget 2015, Genehmigung Budgetentwurf",Erklärung,SP,,,,,,,,,,
c285e950-3683-488f-8da9-1252493941d4,2014,396,"Verankerung von «Home Office» in der städtischen Verwaltung, Chancen und Risiken entsprechender Vereinbarungen sowie weitere Entwicklung der Angebote",Schriftliche Anfrage,,600c20e6-acba-4933-89a4-75e686a9ad96,Schäfli,Corinne,AL,,,,,,
6611ce68-d742-4de4-b030-5fc11babafff,2014,395,"Schulhaus Hohl, Konzepte für eine Umnutzung sowie für eine Umgestaltung des Pausenplatzes aufgrund stagnierender Schülerzahlen",Schriftliche Anfrage,,09d6a7ef-0db5-4679-8b46-43eaf7b3a5b9,Schoch,Elisabeth,FDP,,76636b78-3a24-42a4-8329-9f0d999f8c1c,Pflüger,Severin,FDP,
a27ab0f4-1927-4cf1-9c2c-226e713af919,2014,394,"Schulhaus Hohl, Konzepte für eine Umnutzung und eine Umgestaltung der Aussenräume sowie beabsichtigte Information der Quartierbevölkerung",Schriftliche Anfrage,,fdc2ec44-f507-42b8-8b0a-d8b0082990c2,Knauss,Markus,Grüne,,92df5620-a5ce-442b-8bff-f213e489f001,Huber,Patrick Hadi,SP,
ac3241c9-540d-46a3-a082-16ee22185f08,2014,393,"Umnutzung des Schulhauses Hohl, Aufrechterhaltung des bestehenden Pausenplatzes sowie der bestehenden Verbindung zwischen den Schulhäusern Kern und Brauer zum Queren und zum Spielen",Postulat,,92df5620-a5ce-442b-8bff-f213e489f001,Huber,Patrick Hadi,SP,,fdc2ec44-f507-42b8-8b0a-d8b0082990c2,Knauss,Markus,Grüne,
8443edc3-93c7-44c1-9dc6-93c67217e910,2014,392,"Verschlechterung der Laufenden Rechnung bei den Alterszentren Zürich, Befreiung von der Pflicht zur kostendeckenden Arbeit oder Umsetzung ohne Qualitätseinbussen in der Betreuung",Postulat,Grüne,,,,,,,,,,
89670c4b-0ecc-4092-b034-329a754d64dc,2014,391,"Schliessungen von Quartierstandorten der Pestalozzi-Bibliothek (PBZ), Kompensation durch eine Zusammenarbeit mit anderen Anbieterinnen und Anbietern",Postulat,Grüne,,,,,,,,,,
227a0368-4223-43d1-b599-7b5bed3823f4,2014,390,"Missstände in der Führung des ewz im Zusammenhang mit den sexuellen Belästigungen, Untersuchung und Bericht durch die Geschäftsprüfungskommission (GPK)",Erklärung,Grüne,,,,,,,,,,
90d8ce65-86f7-486c-a1d8-320b49252764,2014,389,Finanzplanung des Stadtrats 2016–2018 zum Ausgleich der Rechnung,Erklärung,FDP,,,,,,,,,,
3a6eb0da-2ee9-4c03-94c3-dc122e5c4089,2014,388,Finanzplanung des Stadtrats 2016–2018 zum Ausgleich der Rechnung,Erklärung,SVP,,,,,,,,,,
b3e29097-6296-4422-b865-fb9d32d2e59d,2014,387,Konflikte und Personalfluktuation in der Schule Buhnrain sowie Hintergründe zum Evaluationsbericht 2011,Schriftliche Anfrage,,2a9cab18-e280-4d88-aff3-ce72b017eab1,Regli,Daniel,SVP,,a2c59a56-f498-4b31-bd0d-270e54146fcc,Götzl,Martin,SVP,
a990a19c-128d-4705-a9e0-8d40addd73d3,2014,386,"Verein Effekta, Richtlinien zur Zusammenarbeit mit der Stadt sowie mögliche Missbräuche und Interessenskonflikte bei der Zuweisung von Sozialfällen",Schriftliche Anfrage,,06529da1-aa11-4539-9472-a87df7f8578a,Balsiger,Samuel,SVP,,79466d9a-5739-44ef-a0fd-50e46a0f2ff8,Bertozzi,Roberto,SVP,
4e846df1-ed0f-40e6-b5bd-0707bbb7ab44,2014,385,"Höhere Fachschule für Rettungsberufe (HFRB), Einführung eines eigenen Rechnungskreises ab 2016",Postulat,,7f22b482-38d0-43ca-9599-a71f3edcbd73,Leitner Verhoeven,Andrea,AL,,ee8204f4-9290-49ca-99ae-d18a22a0a513,Angst,Walter,AL,
38c98819-200f-4f5a-8d01-549ecd524b52,2014,384,Ausschliessliche Installation der kostengünstigen Veloabstellbügel Typ «Veloagraffe»,Postulat,,827792a3-491d-425d-955c-d5a9965252ae,Probst,Matthias,Grüne,,,,,,
211c936a-798b-4984-a3b0-5bfcdac089e9,2014,383,"Gemeindestrasse zwischen Platten- und Freiestrasse, Verkehrsführung in beide Richtungen",Postulat,,50d60f0f-cab8-4ab6-bf80-5308e82dd1c1,Fehr,Urs,SVP,,3897ae1a-3dd5-43b6-bd6c-98a61d3aae54,Liebi,Roger,SVP,
6407e6ff-a002-495c-acba-df1a592c7164,2014,382,Vermehrte Berücksichtigung von Velomassnahmen bei Strassenbauprojekten sowie Lärmsanierung von Strassen mit Massnahmen an der Quelle,Postulat,GLP,,,,,,,,,,
afabd847-b3ea-4cb9-a5b4-92f1df41b9c3,2014,381,Weiterführung der Verpflegungskioske am Seebecken sowie Weiterentwicklung des Gastronomieangebots hinsichtlich Angebotsvielfalt und Umfang,Postulat,AL,,,,,,,,,,
4c304434-e512-4c92-a625-ff53eb684cb9,2014,380,"Globalbudget ewz, Einführung einer neuen Steuerungsvorgabe «Anzahl angeschlossene Haushalte»",Globalbudgetantrag,,b84bdf09-0197-4eac-989f-b6e49b297edd,Kirstein,Andreas,AL,,,,,,
8137b8d3-f94d-4ec5-a89b-5c38e6dbe586,2014,379,"Genehmigung der Leitbilder, Konzepte und Aktionspläne durch den Gemeinderat, Änderung der Gemeindeordnung",Motion,FDP,,,,,,,,,,
693be051-8646-4e5f-a4dc-d17015984411,2014,378,Beiträge an Trägerschaften für Arbeitsintegrationsangebote,Erklärung,CVP,,,,,,,,,,
1657b4a4-adc4-44e9-a33c-575cb51f5215,2014,377,Beiträge an Trägerschaften für Arbeitsintegrationsangebote,Erklärung,AL,,,,,,,,,,
fbb72689-db93-4277-99d6-45dc62418f3d,2014,376,Beiträge an Trägerschaften für Arbeitsintegrationsangebote,Erklärung,GLP,,,,,,,,,,
68976936-1248-4027-8cfe-8919fb0c39df,2014,375,Beiträge an Trägerschaften für Arbeitsintegrationsangebote,Erklärung,SP,,,,,,,,,,
88b046d1-2312-4135-bbc3-bfebe1125de3,2014,374,"Liegenschaftenverwaltung, Tauschvertrag mit der Spross-Immobilien AG betreffend Übernahme der Wohnliegenschaft Jupitersteig 6/8, Sonnenbergstrasse 13/19, Quartier Hirslanden, und Abgabe von Bauland an der Emil-Klöti-/Kürbergstrasse, Quartier Höngg, Vertragsgenehmigung",Weisung,,,,,,,,,,,
63b1c848-fcb5-4219-9558-46b06da3a03a,2014,373,"Taxiservice «Uber», Anwendung der Vorschriften der Verordnung über das Taxiwesen",Schriftliche Anfrage,,9eb41597-6dc5-4f2c-b900-64bb308fb2bf,Schwendener,Thomas,SVP,,2a9cab18-e280-4d88-aff3-ce72b017eab1,Regli,Daniel,SVP,
316e85a7-5057-4f50-92ea-3eb38ac8ea76,2014,372,"Islamische Gruppierungen und Organisationen in der Stadt, Beurteilung der möglichen Entwicklungen im Zusammenhang mit der internationalen Radikalisierung",Schriftliche Anfrage,,ce8041b1-19af-4e73-8c30-0b2577592bbd,Iten,Stephan,SVP,,2a9cab18-e280-4d88-aff3-ce72b017eab1,Regli,Daniel,SVP,
e1d59d87-edd1-4d1a-8b74-72f02a113f4f,2014,371,"Beratungs- und Anlaufstellen in der Stadt, Umfang der Angebote sowie Massnahmen für eine bessere Koordination",Schriftliche Anfrage,,06529da1-aa11-4539-9472-a87df7f8578a,Balsiger,Samuel,SVP,,79466d9a-5739-44ef-a0fd-50e46a0f2ff8,Bertozzi,Roberto,SVP,
6cb727b1-eb17-4e04-8b4d-fea3d2e94689,2014,370,"Repressive Massnahmen der städtischen Behörden gegen die Homosexuellenbewegung, Hintergründe sowie Möglichkeiten für eine historische Aufarbeitung",Schriftliche Anfrage,,0a2595e4-f04c-4b05-910e-4f7b37161eda,Bührig,Marcel,Grüne,,92df5620-a5ce-442b-8bff-f213e489f001,Huber,Patrick Hadi,SP,
7de524e0-dc6f-46c0-aa48-5ca24e162137,2014,369,Kostenlose Abgabe von Kondomen in den Nachtclubs und Bars,Postulat,,0a2595e4-f04c-4b05-910e-4f7b37161eda,Bührig,Marcel,Grüne,,fd3ff4cb-fdb2-4fc0-be56-6b1d6a84e66f,Meier-Bohrer,Karin,Grüne,
8706c0cb-55cc-4f28-bcbf-f47b5ec225e9,2014,368,Erarbeitung eines Masterplans für das Gebiet Adlisberg zur Sicherung der Erholungsflächen für die Stadtbevölkerung und zum Schutz der Lebensräume von Pflanzen und Tieren,Motion,AL,,,,,,,,,,
0f6740f0-5d24-40e9-8ecf-3363a45512da,2014,367,"Kulturinstitutionen mit Subventionsverträgen über eine unbeschränkte Zeitdauer, Ergänzung der Verträge mit einer Bestimmung über eine Kürzung der Beiträge bei einem Bilanzfehlbetrag der Stadt",Motion,CVP,,,,,,,,,,
765c8adb-2082-4f1b-9359-3b2514b4bb7b,2014,366,"Stiftung für bezahlbare und ökologische Wohnungen, Kenntnisnahme Rechnung und Geschäftsbericht 2013 durch den Gemeinderat",Weisung,,,,,,,,,,,
2a7d54aa-5c09-47fb-a2db-6af43c9adb06,2014,365,"Forderungen nach einem kantonalen Soziallastenausgleich, Haltung der Stadt zur Forderung, zu einer möglichen Ausgestaltung sowie zu einer Zusammenarbeit mit den angrenzenden Gemeinden",Interpellation,,e88b8f65-f60b-4dab-afe0-97f3f71febe1,Bieri,Cordula,Grüne,,32e89ef8-f5b2-46e5-aafe-7dd15929f00a,Baumann,Markus,GLP,
bd5e6a36-6a25-431c-ab13-8515717b6025,2014,364,"Festivalzentrum des Zurich Film Festivals, Prüfung eines alternativen Standorts zum Sechseläutenplatz",Postulat,,ad2a673f-483f-465b-b58a-1ca0bc70d09f,Maino,Rosa,AL,,1ff885f7-bfc1-4bf6-9111-1ae66adfa373,Guggenheim,Eduard,AL,
d253a8dc-54bd-4c81-884e-3fe4425d17cf,2014,363,"Geplantes Ausflugsrestaurant der Dolder AG, Ausrichtung des Nutzungskonzepts auf die Bedürfnisse einer breiten Öffentlichkeit",Postulat,,7f22b482-38d0-43ca-9599-a71f3edcbd73,Leitner Verhoeven,Andrea,AL,,b8b3c9f7-2f9b-4247-95f7-af7eb177940f,Kisker,Gabriele,Grüne,
cdda3f5c-6b07-4bcb-a963-73475f2bbdf4,2014,362,"Anpassung der Datenschutzverordnung, Streichung des Einsatzes von Videoüberwachung bei Schulgebäuden und Schulanlagen",Postulat,,280018f3-d364-48c4-96b1-4eedb813c590,Dubno,Samuel,GLP,,162e20b7-31de-46ef-b520-0021c3e269cb,Nabholz,Ann-Catherine,GLP,
335b16f8-76fb-4b84-8619-c9feea699bff,2014,361,"Arbeitnehmende bei der Stadt Zürich ab dem 55. Altersjahr, Hintergründe zu den personellen Massnahmen und den Auswirkungen bezüglich Lohnsumme und Wissenstransfer",Schriftliche Anfrage,,56d4d8c4-0ee8-4dce-b0b8-dc2388433758,Kunz,Markus,Grüne,,,,,,
a0cc9b3a-dd24-4991-88bf-a0c08631a169,2014,360,"Zu- und wegziehende Personen, Auswirkungen der Fluktuation auf die städtische Steuersubstanz sowie auf die Kosten im Sozialbereich",Schriftliche Anfrage,,76636b78-3a24-42a4-8329-9f0d999f8c1c,Pflüger,Severin,FDP,,2fe4ac1e-5d58-4546-9d26-618b3980ca74,Leiser,Albert,FDP,
868fc2eb-735a-4aa9-9e96-1c95872c88ee,2014,359,"Private Sicherheitsdienste in der Zürcher Innenstadt, Rahmenbedingungen für deren Tätigkeiten, Ausrüstung, Bewaffnung und Kontrolle",Schriftliche Anfrage,,a313c51d-742e-45d4-ac36-3cab6f118ae5,Aubert,Marianne,SP,,fdc2ec44-f507-42b8-8b0a-d8b0082990c2,Knauss,Markus,Grüne,
9b3107a3-f597-4549-9741-c505eec93555,2014,358,Verkauf des Kochareals in Altstetten an den Meistbietenden,Postulat,,50d60f0f-cab8-4ab6-bf80-5308e82dd1c1,Fehr,Urs,SVP,,3685b9b0-82b8-4a35-ad99-b1a5adf685ea,Widmer,Katharina,SVP,
0958cdd2-231f-4ee4-99d4-d2d28d1e72d5,2014,357,"Tiefbauamt, Baulinienvorlage Hammerstrasse, Festsetzung",Weisung,,,,,,,,,,,
6eccea56-1205-45f2-94a2-d762af7db946,2014,356,"Finanzdepartement, Humanitäre Hilfe im Ausland 2014, Winter-Nothilfe für syrische Flüchtlinge im Libanon, Fr. 100 000.– an das Schweizerische Rote Kreuz",Weisung,,,,,,,,,,,
75dc80ae-57fd-4a41-8482-bc4da5f67ec7,2014,355,"Verein Marie Meierhofer-Institut für das Kind, Beiträge 2015–2018",Weisung,,,,,,,,,,,
10dec35e-faaa-4b17-906c-180375337f9c,2014,354,"Verein Jugendwohnnetz Zürich, Beiträge 2015–2018",Weisung,,,,,,,,,,,
e841195b-3fda-4fc8-b88e-2921f8b074f3,2014,353,"Zunahme der Langzeitarbeitslosigkeit bei den über 50-jährigen Erwerbslosen, Anzahl und Hintergründe der Betroffenen, welche bei den Sozialen Diensten gemeldet sind sowie mögliche Massnahmen für deren Arbeitsintegration",Schriftliche Anfrage,,32e89ef8-f5b2-46e5-aafe-7dd15929f00a,Baumann,Markus,GLP,,162e20b7-31de-46ef-b520-0021c3e269cb,Nabholz,Ann-Catherine,GLP,
